title,date,subtitle,url
National Statistics confirmation: Public Expenditure Statistical Analysis: Country and Regional Analysis,2019-12-19,"Ed Humpherson, Office for Statistics Regulation to Tom Orford, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/national-statistics-confirmation-public-expenditure-statistical-analysis-country-and-regional-analysis/
Compliance Check of Statistics on Recorded Crime in Scotland,2019-12-18,"Mark Pont, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/cc-recorded-crime-scotland/
Assessment of PSNI Motoring Offence Statistics,2019-12-17,"Ed Humpherson, Office for Statistics Regulation to Senior Statistician, Police Service of Northern Ireland",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-psni-motoring-offence-statistics/
Assessment of ONS’ Purchases Survey statistics,2019-12-17,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-ons-purchases-survey-statistics/
Use of statistics on school expenditure in Wales,2019-12-06,"Kirsty Williams AM, Welsh Government to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/kirsty-williams-am-to-sir-david-norgrove/
Letter to leader of the Labour party on use of violent crime statistics,2019-12-04,"Sir David Norgrove, UK Statistics Authority to Jeremy Corbyn, Labour Party",https://www.statisticsauthority.gov.uk/correspondence/letter-to-leader-of-the-labour-party-on-use-of-violent-crime-statistics/
Monitor of Engagement with the Natural Environment (MENE) Statistics,2019-11-15,"Ken Roy, Department for Environment, Food and Rural Affairs to Job de Roij, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/monitor-of-engagement-with-the-natural-environment-mene-statistics/
RPI CPI User Group – Authority’s response to ‘Measuring Inflation’ inquiry (2),2019-11-12,"Tony Cox, RPI CPI User Group to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/rpi-cpi-user-group-authoritys-response-to-measuring-inflation-inquiry-2/
RPI CPI User Group – Authority’s response to ‘Measuring Inflation’ inquiry (1),2019-11-12,"Tony Cox, RPI CPI User Group to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/rpi-cpi-user-group-authoritys-response-to-measuring-inflation-inquiry-1/
Review of HMRC statistical quality management,2019-11-05,"Ed Humpherson, Office for Statistics Regulation to Sean Whellams, HM Revenue and Customs",https://www.statisticsauthority.gov.uk/correspondence/review-of-hmrc-statistical-quality-management/
Compliance check of Northern Ireland Safe Community Survey,2019-11-05,"Mark Pont, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-northern-ireland-safe-community-survey/
Compliance check of Office of Rail and Road statistics,2019-11-05,"Mark Pont, Office for Statistics Regulation to Lyndsey Melbourne, Office of Rail and Road",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-office-rail-and-road-statistics/
Letter to leaders of major political parties in advance of the December 2019 general election,2019-11-05,"Sir David Norgrove, UK Statistics Authority to Leaders of major UK political parties",https://www.statisticsauthority.gov.uk/correspondence/letter-to-party-leaders-2019-election/
Concerns about Participation Rates in Higher Education,2019-11-04,"Ed Humpherson, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/concerns-about-participation-rates-in-higher-education/
Migration Statistics Quarterly Report,2019-11-04,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-quarterly-report/
Compliance Check of Scottish Housing Statistics,2019-10-31,"Mark Pont, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-scottish-housing-statistics/
Compliance check of Scottish School Leaver Attainment and Initial Destinations statistics,2019-10-30,"Mark Pont, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-scottish-school-leaver-attainment-and-initial-destinations-statistics/
Compliance check of Further Education and Skills statistics,2019-10-30,"Mark Pont, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-further-education-skills/
Overseas Travel and Tourism statistics,2019-10-29,"Sir David Norgrove, UK Statistics Authority to Fiona Hyslop MSP, Lord Elis-Thomas AM, Helen Whately MP, Department for Digital, Culture, Media & Sport",https://www.statisticsauthority.gov.uk/correspondence/overseas-travel-and-tourism-statistics/
Compliance check of ONS Overseas Travel and Tourism statistics,2019-10-29,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-ons-overseas-travel-tourism/
Response on NHS funding,2019-10-22,"Mark Svenson, Department of Health and Social Care to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-on-nhs-funding/
Response: National Travel Survey – compliance check update,2019-10-22,"Mary Gregory, Office for Statistics Regulation to Ian Knowles, Department for Transport",https://www.statisticsauthority.gov.uk/correspondence/response-national-travel-survey-compliance-check-update/
Response on passport eGates figures,2019-10-18,"Ed Humpherson, Office for Statistics Regulation to Paul Lincoln, Border Force",https://www.statisticsauthority.gov.uk/correspondence/response-on-passport-egates-figures/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-10-18,"Ed Humpherson, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions-6/
Response to National Education Union on school funding announcements,2019-10-15,"Sir David Norgrove, UK Statistics Authority to Dr Mary Bousted and Kevin Courtney, National Education Union",https://www.statisticsauthority.gov.uk/correspondence/response-to-national-education-union-on-school-funding-announcements/
Response to Ranil Jayawardena MP on school funding announcements,2019-10-15,"Sir David Norgrove, UK Statistics Authority to Ranil Jayawardena MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-ranil-jayawardena-mp-on-school-funding-announcements/
Rough Sleeping Initiative evaluation,2019-10-04,"Ed Humpherson, Office for Statistics Regulation to Sandra Tudor, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/rough-sleeping-initiative-evaluation/
Assessment of 2021 Censuses in the UK – Preliminary findings,2019-10-04,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Siobhan Carey, Paul Lowe, National Records of Scotland",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-2021-censuses-in-the-uk-preliminary-findings/
Response on developments to ONS Baby Names in England and Wales statistics,2019-10-03,"Ed Humpherson, Office for Statistics Regulation to Ben Humberstone, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/response-on-developments-to-ons-baby-names-in-england-and-wales-statistics/
Response – Request for Assessment: Northern Ireland Planning Statistics,2019-10-03,"Ed Humpherson, Office for Statistics Regulation to Michael Thompson, Department for Infrastructure (Northern Ireland)",https://www.statisticsauthority.gov.uk/correspondence/response-request-for-assessment-northern-ireland-planning-statistics/
Developments to ONS Baby Names in England and Wales statistics,2019-10-02,"Ben Humberstone, Office for National Statistics to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/developments-to-ons-baby-names-in-england-and-wales-statistics/
Joining Up Data for Better Statistics (October 2019 Update),2019-10-02,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/joining-up-data-for-better-statistics-october-2019-update/
Response on ONS Domestic Abuse Statistics,2019-10-01,"Sir David Norgrove, UK Statistics Authority to Victoria Atkins MP, Home Office",https://www.statisticsauthority.gov.uk/correspondence/response-on-ons-domestic-abuse-statistics-2/
Response on ONS Domestic Abuse Statistics,2019-10-01,"Ed Humpherson, Office for Statistics Regulation to Dan Bell, Men and Boys Coalition",https://www.statisticsauthority.gov.uk/correspondence/response-on-ons-domestic-abuse-statistics/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-09-30,"Ed Humpherson, Office for Statistics Regulation to Tom Orford, HM Treasury",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions-2/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-09-30,"Ed Humpherson, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions-4/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-09-30,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-09-30,"Ed Humpherson, Office for Statistics Regulation to Steve Farrington, Office for Budget Responsibility",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions-5/
Further steps to bolster the value of public finance statistics for the UK’s countries and regions,2019-09-30,"Ed Humpherson, Office for Statistics Regulation to David Bailey, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/further-steps-to-bolster-the-value-of-public-finance-statistics-for-the-uks-countries-and-regions-3/
Compliance check of ONS Business Demography statistics,2019-09-26,"Mark Pont, Office for Statistics Regulation to Mike Prestwood, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-ons-business-demography-statistics/
Request for Assessment: Northern Ireland Planning Statistics,2019-09-26,"Michael Thompson, Department for Infrastructure (Northern Ireland) to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/request-for-assessment-northern-ireland-planning-statistics/
Statements on NHS funding,2019-09-24,"Ed Humpherson, Office for Statistics Regulation to Mark Svenson, Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/statements-on-nhs-funding/
Pre-release access in Scotland,2019-09-24,"Sir David Norgrove, UK Statistics Authority to Gordon Lindhurst MSP, The Scottish Parliament",https://www.statisticsauthority.gov.uk/correspondence/pre-release-access-in-scotland/
Response on National Pupil Database Access,2019-09-18,"Ed Humpherson, Office for Statistics Regulation to Jen Persson, DefendDigitalMe",https://www.statisticsauthority.gov.uk/correspondence/response-on-national-pupil-database-access-2/
Compliance check of DFID Statistics on International Development,2019-09-18,"Mark Pont, Office for Statistics Regulation to Neil Jackson, Department for International Development",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-dfid-statistics-on-international-development/
